loss,learn_steps,num_params,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.05457284,1400,761,1719886257,checkpoint_000027,True,False,28,2c6dbd5c,2024-07-02_04-10-57,103.36046266555786,2900.5873470306396,589652,lsrosaDiag,10.10.158.167,2900.5873470306396,28
0.053268414,1450,761,1719886359,checkpoint_000028,True,False,29,2c6dbd5c,2024-07-02_04-12-39,102.37663078308105,3002.9639778137207,589652,lsrosaDiag,10.10.158.167,3002.9639778137207,29
0.052226026,1500,761,1719886463,checkpoint_000029,True,False,30,2c6dbd5c,2024-07-02_04-14-23,103.31541275978088,3106.2793905735016,589652,lsrosaDiag,10.10.158.167,3106.2793905735016,30
0.051357664,1550,761,1719886565,checkpoint_000030,True,False,31,2c6dbd5c,2024-07-02_04-16-05,101.90994310379028,3208.189333677292,589652,lsrosaDiag,10.10.158.167,3208.189333677292,31
0.05123035,1600,761,1719886670,checkpoint_000031,True,False,32,2c6dbd5c,2024-07-02_04-17-50,105.41357946395874,3313.6029131412506,589652,lsrosaDiag,10.10.158.167,3313.6029131412506,32
0.050625514,1650,761,1719886776,checkpoint_000032,True,False,33,2c6dbd5c,2024-07-02_04-19-36,106.21946859359741,3419.822381734848,589652,lsrosaDiag,10.10.158.167,3419.822381734848,33
0.049479604,1700,761,1719886879,checkpoint_000033,True,False,34,2c6dbd5c,2024-07-02_04-21-19,103.01928901672363,3522.8416707515717,589652,lsrosaDiag,10.10.158.167,3522.8416707515717,34
0.050527185,1750,761,1719886982,checkpoint_000034,True,False,35,2c6dbd5c,2024-07-02_04-23-02,102.57992148399353,3625.421592235565,589652,lsrosaDiag,10.10.158.167,3625.421592235565,35
0.04954595,1800,761,1719887086,checkpoint_000035,True,False,36,2c6dbd5c,2024-07-02_04-24-46,103.92950081825256,3729.3510930538177,589652,lsrosaDiag,10.10.158.167,3729.3510930538177,36
0.049704053,1850,761,1719887190,checkpoint_000036,True,False,37,2c6dbd5c,2024-07-02_04-26-30,103.68051671981812,3833.031609773636,589652,lsrosaDiag,10.10.158.167,3833.031609773636,37
0.04893192,1900,761,1719887293,checkpoint_000037,True,False,38,2c6dbd5c,2024-07-02_04-28-13,103.10063457489014,3936.132244348526,589652,lsrosaDiag,10.10.158.167,3936.132244348526,38
0.048862822,1950,761,1719887395,checkpoint_000038,True,False,39,2c6dbd5c,2024-07-02_04-29-55,102.24710178375244,4038.3793461322784,589652,lsrosaDiag,10.10.158.167,4038.3793461322784,39
0.048191536,2000,761,1719887497,checkpoint_000039,True,False,40,2c6dbd5c,2024-07-02_04-31-37,102.3586003780365,4140.737946510315,589652,lsrosaDiag,10.10.158.167,4140.737946510315,40
